"","year","month","intent","police","sex","age","race","hispanic","place","education"
"79340",2014,"06","Suicide",0,"M",33,"White",100,"Home",2
"79341",2014,"06","Suicide",0,"M",27,"White",100,"Home",2
"79342",2014,"06","Suicide",0,"M",23,"White",100,"Home",1
"79343",2014,"06","Suicide",0,"M",40,"White",100,"Other specified",3
"79344",2014,"06","Suicide",0,"M",26,"White",100,"School/instiution",2
"79345",2014,"06","Homicide",0,"M",29,"Black",100,"Home",2
"79346",2014,"06","Suicide",0,"M",43,"White",100,"Home",2
"79347",2014,"06","Suicide",0,"M",41,"White",100,"Street",1
"79348",2014,"06","Suicide",0,"M",47,"White",100,"Home",2
"79349",2014,"06","Suicide",0,"M",17,"White",100,"Home",1
"79350",2014,"06","Suicide",0,"M",41,"White",100,"Home",2
"79351",2014,"06","Suicide",0,"M",22,"White",100,"Other specified",2
"79352",2014,"06","Suicide",0,"M",76,"White",100,"Home",2
"79353",2014,"06","Suicide",0,"M",82,"White",100,"Home",2
"79354",2014,"06","Suicide",0,"M",52,"White",100,"Home",2
"79355",2014,"05","Suicide",0,"M",58,"White",100,"Home",3
"79356",2014,"06","Homicide",0,"M",21,"Black",100,"Residential institution",2
"79357",2014,"06","Suicide",0,"F",56,"White",100,"Trade/service area",3
"79358",2014,"06","Suicide",0,"M",45,"White",100,"Home",2
"79359",2014,"06","Suicide",0,"M",78,"White",100,"Home",2
"79360",2014,"05","Homicide",0,"M",34,"White",100,"Other specified",1
"79361",2014,"07","Suicide",0,"M",57,"White",100,"Street",1
"79362",2014,"06","Homicide",0,"M",31,"White",100,"Home",3
"79363",2014,"06","Homicide",0,"M",17,"Black",100,"Home",1
"79364",2014,"06","Homicide",0,"M",23,"Black",100,"Home",1
"79365",2014,"06","Suicide",0,"M",86,"White",100,"Home",1
"79366",2014,"07","Suicide",0,"M",69,"White",100,"Home",3
"79367",2014,"06","Homicide",0,"M",18,"Black",100,"Other specified",1
"79368",2014,"05","Suicide",0,"M",77,"White",100,"Trade/service area",2
"79369",2014,"07","Suicide",0,"M",73,"White",100,"Home",3
"79370",2014,"07","Suicide",0,"M",68,"White",100,"Farm",3
"79371",2014,"06","Suicide",0,"M",25,"White",100,"Other specified",2
"79372",2014,"06","Homicide",0,"M",60,"Black",100,"Street",2
"79373",2014,"07","Suicide",0,"M",50,"White",100,"Industrial/construction",2
"79374",2014,"05","Suicide",0,"M",26,"White",100,"Home",2
"79375",2014,"07","Accident",0,"M",71,"White",100,"Home",3
"79376",2014,"05","Homicide",0,"M",22,"Hispanic",210,"Home",2
"79377",2014,"05","Homicide",0,"M",34,"Black",100,"Home",2
"79378",2014,"07","Suicide",0,"M",54,"White",100,"Other specified",3
"79379",2014,"07","Homicide",0,"M",47,"White",100,"Other unspecified",3
"79380",2014,"07","Suicide",0,"M",54,"White",100,"Home",3
"79381",2014,"06","Suicide",0,"M",60,"Asian/Pacific Islander",100,"Home",3
"79382",2014,"07","Homicide",0,"M",55,"Black",100,"Other specified",1
"79383",2014,"07","Suicide",0,"M",44,"Black",100,"Home",2
"79384",2014,"07","Suicide",0,"F",46,"White",100,"Home",2
"79385",2014,"05","Homicide",0,"M",29,"Black",100,"Street",2
"79386",2014,"05","Homicide",0,"M",24,"Black",100,"Home",2
"79387",2014,"06","Suicide",0,"M",64,"White",100,"Other specified",3
"79388",2014,"07","Homicide",0,"M",15,"White",100,"Home",1
"79389",2014,"06","Suicide",0,"M",22,"Black",100,"Other unspecified",2
"79390",2014,"05","Homicide",0,"M",23,"Black",100,"Street",2
"79391",2014,"07","Suicide",0,"M",87,"White",100,"Other specified",1
"79392",2014,"06","Homicide",0,"M",45,"White",100,"Trade/service area",2
"79393",2014,"06","Homicide",0,"M",48,"Black",100,"Other unspecified",3
"79394",2014,"05","Homicide",0,"F",84,"Black",100,"Home",2
"79395",2014,"07","Suicide",0,"M",32,"White",100,"Home",3
"79396",2014,"06","Homicide",0,"M",25,"Black",100,"Street",1
"79397",2014,"05","Suicide",0,"M",57,"White",100,"Home",2
"79398",2014,"07","Suicide",0,"M",45,"White",100,"Home",2
"79399",2014,"07","Homicide",0,"M",19,"Black",100,"Other specified",1
"79400",2014,"07","Suicide",0,"M",85,"White",100,"Home",4
"79401",2014,"05","Homicide",0,"F",30,"Black",100,"Home",2
"79402",2014,"05","Homicide",1,"M",36,"Black",100,NA,1
"79403",2014,"07","Suicide",0,"M",47,"White",100,"Street",2
"79404",2014,"07","Homicide",0,"M",38,"White",100,"Other specified",2
"79405",2014,"07","Suicide",0,"M",52,"White",100,"Home",3
"79406",2014,"07","Homicide",0,"F",46,"White",100,"Home",2
"79407",2014,"07","Suicide",0,"M",66,"White",100,"Home",1
"79408",2014,"07","Suicide",0,"F",55,"White",100,"Home",4
"79409",2014,"07","Suicide",0,"M",25,"White",100,"Home",2
"79410",2014,"06","Homicide",0,"M",36,"Black",100,"Street",3
"79411",2014,"05","Homicide",0,"M",19,"Black",100,"Home",1
"79412",2014,"07","Suicide",0,"M",22,"White",100,"Home",2
"79413",2014,"07","Suicide",0,"M",66,"White",100,"Other specified",2
"79414",2014,"07","Suicide",0,"M",34,"White",100,"Trade/service area",2
"79415",2014,"06","Suicide",0,"M",41,"White",100,"Home",3
"79416",2014,"07","Homicide",0,"M",22,"Black",100,"Other specified",1
"79417",2014,"06","Homicide",0,"M",56,"White",100,"Home",2
"79418",2014,"07","Suicide",0,"F",57,"White",100,"Home",4
"79419",2014,"07","Suicide",0,"M",93,"White",100,"Home",2
"79420",2014,"07","Suicide",0,"M",53,"White",100,"Home",2
"79421",2014,"07","Homicide",1,"M",51,"White",100,NA,2
"79422",2014,"07","Homicide",0,"M",43,"Black",100,"Other specified",1
"79423",2014,"07","Suicide",0,"M",50,"White",100,"Home",2
"79424",2014,"07","Suicide",0,"M",81,"White",100,"Home",2
"79425",2014,"07","Suicide",0,"M",54,"White",100,"Home",2
"79426",2014,"07","Homicide",0,"M",19,"Black",100,"Street",1
"79427",2014,"07","Homicide",0,"M",33,"White",100,"Home",3
"79428",2014,"07","Suicide",0,"M",18,"White",100,"Home",2
"79429",2014,"07","Suicide",0,"M",37,"White",100,"Home",2
"79430",2014,"07","Suicide",0,"M",42,"White",100,"Home",2
"79431",2014,"06","Suicide",0,"M",56,"White",100,"Home",2
"79432",2014,"07","Suicide",0,"M",30,"White",100,"Home",2
"79433",2014,"05","Homicide",0,"M",21,"Black",100,"Other unspecified",1
"79434",2014,"05","Homicide",0,"M",30,"Black",100,"Other unspecified",1
"79435",2014,"06","Homicide",0,"M",42,"Black",100,"Home",2
"79436",2014,"07","Suicide",0,"M",48,"White",100,"Other unspecified",2
"79437",2014,"07","Suicide",0,"M",77,"White",100,"Other specified",2
"79438",2014,"07","Homicide",0,"F",40,"White",100,"Home",4
"79439",2014,"07","Suicide",0,"M",40,"White",100,"Home",3
"79440",2014,"07","Homicide",0,"M",18,"Black",100,"Other specified",1
"79441",2014,"07","Suicide",0,"M",67,"White",100,"Home",1
"79442",2014,"06","Suicide",0,"F",42,"White",100,"Other specified",4
"79443",2014,"07","Suicide",0,"M",67,"White",100,"Home",4
"79444",2014,"07","Suicide",0,"M",33,"White",100,"Home",2
"79445",2014,"07","Homicide",0,"M",26,"Black",100,"Other specified",1
"79446",2014,"07","Suicide",0,"M",55,"White",100,"Home",3
"79447",2014,"07","Suicide",0,"F",54,"White",100,"Other specified",4
"79448",2014,"08","Suicide",0,"M",54,"White",100,"Home",2
"79449",2014,"07","Homicide",0,"M",41,"Black",100,"Trade/service area",3
"79450",2014,"07","Suicide",0,"M",67,"Black",100,"Home",1
"79451",2014,"07","Suicide",0,"M",18,"Black",100,"Street",2
"79452",2014,"08","Suicide",0,"M",39,"White",100,"Home",4
"79453",2014,"08","Suicide",0,"M",43,"White",100,"Home",3
"79454",2014,"07","Suicide",0,"M",80,"White",100,"Home",4
"79455",2014,"08","Homicide",0,"M",22,"Hispanic",210,"Home",1
"79456",2014,"07","Suicide",0,"M",61,"White",100,"Home",1
"79457",2014,"08","Suicide",0,"M",70,"White",100,"Home",3
"79458",2014,"08","Suicide",0,"M",21,"White",100,"Home",3
"79459",2014,"08","Undetermined",0,"M",41,"White",100,"Home",1
"79460",2014,"08","Suicide",0,"M",42,"Hispanic",210,"Other specified",2
"79461",2014,"08","Homicide",0,"F",43,"Hispanic",210,"Other unspecified",1
"79462",2014,"06","Suicide",0,"M",37,"White",100,"Home",2
"79463",2014,"08","Homicide",0,"M",42,"Hispanic",210,"Other specified",2
"79464",2014,"08","Suicide",0,"M",71,"White",100,"Street",2
"79465",2014,"07","Homicide",0,"M",54,"White",100,"Home",3
"79466",2014,"06","Homicide",0,"M",47,"White",100,"Home",2
"79467",2014,"08","Suicide",0,"M",74,"White",100,"Home",2
"79468",2014,"06","Suicide",0,"F",64,"White",100,"Home",4
"79469",2014,"08","Suicide",0,"M",61,"White",100,"Home",2
"79470",2014,"07","Suicide",0,"F",54,"White",100,"Other unspecified",2
"79471",2014,"08","Suicide",0,"F",49,"White",100,"Other specified",2
"79472",2014,"08","Suicide",0,"M",22,"White",100,"Home",3
"79473",2014,"08","Suicide",0,"M",25,"White",100,"Home",3
"79474",2014,"08","Suicide",0,"M",63,"White",100,"Home",1
"79475",2014,"08","Suicide",0,"M",23,"White",100,"Other specified",2
"79476",2014,"08","Suicide",0,"M",38,"White",100,"Home",2
"79477",2014,"05","Homicide",0,"M",63,"White",100,"Home",2
"79478",2014,"08","Suicide",0,"M",25,"White",100,"Home",4
"79479",2014,"06","Homicide",0,"M",20,"Black",100,"Home",1
"79480",2014,"08","Suicide",0,"F",29,"White",100,"Home",2
"79481",2014,"07","Homicide",0,"M",31,"Black",100,"Home",2
"79482",2014,"07","Suicide",0,"M",25,"White",100,"Home",3
"79483",2014,"08","Suicide",0,"M",32,"Hispanic",282,"Home",4
"79484",2014,"08","Homicide",0,"M",24,"White",100,"Street",1
"79485",2014,"08","Suicide",0,"M",26,"White",100,"Other specified",3
"79486",2014,"06","Suicide",0,"M",58,"White",100,"Home",2
"79487",2014,"08","Suicide",0,"M",48,"White",100,"Home",2
"79488",2014,"08","Homicide",0,"M",16,"Black",100,"Other specified",1
"79489",2014,"07","Suicide",0,"F",55,"White",100,"Home",2
"79490",2014,"08","Suicide",0,"M",24,"White",100,"Home",2
"79491",2014,"08","Suicide",0,"M",35,"White",100,"Home",2
"79492",2014,"07","Suicide",0,"M",77,"White",100,"Home",2
"79493",2014,"07","Suicide",0,"M",22,"White",100,"Home",1
"79494",2014,"08","Suicide",0,"M",81,"White",100,"Home",2
"79495",2014,"07","Homicide",0,"M",31,"Black",100,"Street",1
"79496",2014,"07","Suicide",0,"M",38,"Black",100,"Home",2
"79497",2014,"08","Suicide",0,"M",56,"White",100,"Home",3
"79498",2014,"08","Suicide",0,"F",59,"White",100,"Home",2
"79499",2014,"07","Homicide",0,"M",58,"White",100,"Home",4
"79500",2014,"07","Accident",0,"M",46,"White",100,"Home",2
"79501",2014,"08","Homicide",0,"F",71,"White",100,"Home",4
"79502",2014,"07","Suicide",0,"M",30,"White",100,"Home",2
"79503",2014,"08","Suicide",0,"M",70,"White",100,"Home",4
"79504",2014,"07","Suicide",0,"F",27,"White",100,"Home",2
"79505",2014,"08","Homicide",0,"M",26,"Black",100,"Home",2
"79506",2014,"08","Suicide",0,"M",78,"White",100,"Home",2
"79507",2014,"08","Suicide",0,"M",22,"White",100,"Home",2
"79508",2014,"07","Homicide",0,"M",15,"Black",100,"Street",1
"79509",2014,"08","Homicide",0,"M",39,"Black",100,"Home",2
"79510",2014,"04","Homicide",0,"M",19,"Black",100,"Other specified",1
"79511",2014,"08","Homicide",0,"M",46,"Black",100,"Home",2
"79512",2014,"07","Suicide",0,"M",18,"White",100,"Home",2
"79513",2014,"08","Suicide",0,"M",43,"White",100,"Home",1
"79514",2014,"08","Homicide",0,"M",56,"White",100,"Home",2
"79515",2014,"07","Suicide",0,"F",52,"White",100,"Home",2
"79516",2014,"09","Suicide",0,"M",84,"White",100,"Home",2
"79517",2014,"08","Homicide",0,"M",28,"Black",100,"Home",2
"79518",2014,"08","Homicide",0,"M",29,"Black",100,"Other specified",3
"79519",2014,"07","Suicide",0,"M",58,"White",100,"Home",3
"79520",2014,"08","Suicide",0,"M",53,"White",100,"Home",2
"79521",2014,"09","Suicide",0,"M",35,"White",100,"Home",2
"79522",2014,"09","Suicide",0,"M",95,"White",100,"Home",2
"79523",2014,"09","Suicide",0,"M",37,"White",100,"Home",2
"79524",2014,"09","Suicide",0,"M",59,"White",100,"Home",3
"79525",2014,"08","Suicide",0,"M",51,"White",100,"Home",4
"79526",2014,"09","Suicide",0,"M",33,"White",100,"Home",2
"79527",2014,"08","Suicide",0,"M",79,"White",100,"Home",2
"79528",2014,"08","Homicide",0,"M",41,"White",100,"Home",2
"79529",2014,"09","Suicide",0,"F",68,"White",100,"Home",2
"79530",2014,"09","Suicide",0,"M",67,"White",100,"Home",2
"79531",2014,"09","Suicide",0,"M",58,"White",100,"Home",3
"79532",2014,"06","Homicide",0,"M",19,"Hispanic",210,"Other specified",2
"79533",2014,"07","Homicide",0,"F",23,"White",100,"Farm",1
"79534",2014,"08","Suicide",0,"M",73,"White",100,"Home",2
"79535",2014,"09","Suicide",0,"M",35,"White",100,"Home",3
"79536",2014,"08","Homicide",0,"M",39,"Black",100,"Home",2
"79537",2014,"09","Homicide",0,"F",54,"Black",100,"Home",2
"79538",2014,"09","Homicide",0,"M",26,"Black",100,"Other unspecified",3
"79539",2014,"08","Suicide",0,"M",47,"White",100,"Home",2
"79540",2014,"09","Suicide",0,"M",21,"White",100,"Home",3
"79541",2014,"08","Suicide",0,"F",61,"White",100,"Home",3
"79542",2014,"09","Suicide",0,"M",14,"White",100,"Home",1
"79543",2014,"09","Suicide",0,"M",74,"White",100,"Home",2
"79544",2014,"09","Homicide",0,"M",19,"Black",100,"Home",3
"79545",2014,"09","Homicide",0,"F",32,"Black",100,"Other unspecified",1
"79546",2014,"09","Suicide",0,"M",64,"White",100,"Home",4
"79547",2014,"09","Suicide",0,"M",16,"White",100,"Home",1
"79548",2014,"09","Suicide",0,"F",56,"White",100,"Home",2
"79549",2014,"09","Suicide",0,"M",70,"White",100,"Home",4
"79550",2014,"09","Homicide",0,"M",18,"Black",100,"Home",1
"79551",2014,"09","Homicide",0,"M",38,"Black",100,"Home",2
"79552",2014,"09","Homicide",0,"M",51,"Black",100,"Home",2
"79553",2014,"09","Suicide",0,"M",71,"White",100,"Home",2
"79554",2014,"07","Suicide",0,"M",51,"White",100,"Other specified",4
"79555",2014,"09","Suicide",0,"M",36,"White",100,"Home",2
"79556",2014,"09","Homicide",0,"M",31,"Black",100,"Street",2
"79557",2014,"07","Homicide",0,"M",17,"Black",100,"Home",1
"79558",2014,"09","Suicide",0,"M",56,"White",100,"Home",2
"79559",2014,"07","Homicide",0,"M",49,"Black",100,"Home",2
"79560",2014,"09","Suicide",0,"M",83,"White",100,"Home",4
"79561",2014,"09","Suicide",0,"M",18,"White",100,"Home",1
"79562",2014,"09","Suicide",0,"M",49,"White",100,"Home",2
"79563",2014,"09","Homicide",0,"M",32,"White",100,"Home",2
"79564",2014,"09","Suicide",0,"M",27,"Hispanic",210,"Trade/service area",2
"79565",2014,"09","Homicide",0,"M",23,"Black",100,"Street",2
"79566",2014,"08","Suicide",0,"M",66,"White",100,"Home",2
"79567",2014,"09","Homicide",0,"M",21,"White",100,"Home",2
"79568",2014,"09","Suicide",0,"M",34,"White",100,"Other specified",1
"79569",2014,"09","Suicide",0,"F",40,"White",100,"Home",3
"79570",2014,"10","Suicide",0,"M",83,"White",100,"Home",2
"79571",2014,"09","Suicide",0,"M",23,"White",100,"Home",2
"79572",2014,"10","Suicide",0,"M",72,"White",100,"Home",3
"79573",2014,"08","Suicide",0,"M",34,"White",100,"Home",4
"79574",2014,"10","Suicide",0,"M",66,"White",100,"Home",3
"79575",2014,"09","Suicide",0,"M",25,"White",100,"Home",3
"79576",2014,"10","Suicide",0,"M",56,"White",100,"Home",3
"79577",2014,"08","Suicide",0,"M",16,"White",100,"Home",1
"79578",2014,"09","Homicide",0,"M",60,"White",100,"Home",3
"79579",2014,"10","Suicide",0,"M",40,"White",100,"Home",2
"79580",2014,"08","Homicide",0,"M",27,"Black",100,"Home",2
"79581",2014,"08","Homicide",0,"M",37,"Black",100,"Other specified",1
"79582",2014,"09","Homicide",0,"M",40,"White",100,"Other unspecified",1
"79583",2014,"10","Suicide",0,"M",61,"White",100,"Home",2
"79584",2014,"09","Homicide",0,"M",46,"Black",100,"Street",3
"79585",2014,"08","Suicide",0,"F",19,"Black",100,"Home",2
"79586",2014,"10","Suicide",0,"M",70,"White",100,"Home",2
"79587",2014,"09","Homicide",0,"M",20,"Black",100,"Home",3
"79588",2014,"10","Suicide",0,"M",69,"White",100,"Home",2
"79589",2014,"10","Suicide",0,"M",69,"White",100,"Other specified",2
"79590",2014,"09","Suicide",0,"M",76,"White",100,"Home",1
"79591",2014,"10","Suicide",0,"F",41,"White",100,"Other specified",2
"79592",2014,"09","Homicide",0,"M",28,"White",100,"Home",2
"79593",2014,"10","Suicide",0,"M",54,"White",100,"Home",4
"79594",2014,"10","Suicide",0,"M",17,"White",100,"Home",1
"79595",2014,"10","Homicide",0,"F",50,"White",100,"Home",4
"79596",2014,"09","Suicide",0,"M",76,"White",100,"Home",2
"79597",2014,"09","Undetermined",0,"F",36,"White",100,"Home",3
"79598",2014,"10","Suicide",0,"M",67,"White",100,"Home",2
"79599",2014,"10","Suicide",0,"M",55,"White",100,"Other specified",3
"79600",2014,"09","Suicide",0,"F",23,"White",100,"Home",2
"79601",2014,"09","Suicide",0,"M",16,"White",100,"Home",1
"79602",2014,"09","Homicide",1,"M",32,"White",100,NA,2
"79603",2014,"09","Suicide",0,"M",22,"Black",100,"Other specified",2
"79604",2014,"09","Homicide",0,"M",24,"White",100,"Other specified",2
"79605",2014,"09","Suicide",0,"M",54,"White",100,"Home",2
"79606",2014,"09","Homicide",0,"M",47,"White",100,"Street",1
"79607",2014,"09","Homicide",0,"M",44,"Black",100,"Home",2
"79608",2014,"09","Homicide",0,"M",16,"Black",100,"Street",1
"79609",2014,"10","Suicide",0,"M",37,"White",100,"Other specified",2
"79610",2014,"08","Homicide",0,"F",24,"Black",100,"Home",2
"79611",2014,"10","Suicide",0,"M",72,"White",100,"Home",2
"79612",2014,"10","Suicide",0,"M",26,"White",100,"Home",3
"79613",2014,"09","Suicide",0,"M",27,"White",100,"Home",4
"79614",2014,"08","Suicide",0,"M",22,"Black",100,"Home",1
"79615",2014,"09","Homicide",0,"M",37,"Black",100,"Other specified",2
"79616",2014,"10","Suicide",0,"M",64,"White",100,"Home",3
"79617",2014,"09","Suicide",0,"M",11,"White",100,"Home",1
"79618",2014,"09","Suicide",0,"M",44,"White",100,"Industrial/construction",1
"79619",2014,"10","Suicide",0,"F",40,"White",100,"Home",1
"79620",2014,"10","Suicide",0,"M",41,"White",100,"Home",1
"79621",2014,"10","Suicide",0,"M",54,"White",100,"Home",1
"79622",2014,"10","Homicide",0,"M",20,"Black",100,"Home",2
"79623",2014,"10","Suicide",0,"M",33,"White",100,"Home",3
"79624",2014,"09","Suicide",0,"M",50,"White",100,"Home",2
"79625",2014,"10","Suicide",0,"F",37,"White",100,"Home",3
"79626",2014,"10","Suicide",0,"M",25,"White",100,"Home",2
"79627",2014,"10","Suicide",0,"M",25,"White",100,"Other unspecified",3
"79628",2014,"09","Homicide",0,"M",44,"Black",100,"Street",3
"79629",2014,"10","Suicide",0,"F",24,"White",100,"Residential institution",3
"79630",2014,"09","Homicide",0,"M",19,"Black",100,"Other specified",1
"79631",2014,"10","Homicide",0,"M",32,"Black",100,"Other specified",1
"79632",2014,"09","Suicide",0,"M",88,"Hispanic",260,"Home",2
"79633",2014,"09","Homicide",0,"M",19,"Black",100,"Street",1
"79634",2014,"10","Homicide",0,"M",44,"Black",100,"Other specified",2
"79635",2014,"10","Suicide",0,"M",25,"White",100,"Home",3
"79636",2014,"10","Suicide",0,"F",50,"White",100,"Home",2
"79637",2014,"09","Suicide",0,"M",32,"White",100,"Home",2
"79638",2014,"10","Homicide",0,"M",23,"Black",100,"Home",2
"79639",2014,"10","Suicide",0,"M",76,"White",100,"School/instiution",4
"79640",2014,"10","Accident",0,"M",16,"White",100,"Home",1
"79641",2014,"08","Suicide",0,"M",74,"Black",100,"Home",2
"79642",2014,"10","Suicide",0,"M",58,"White",100,"Home",3
"79643",2014,"10","Suicide",0,"M",86,"White",100,"Home",2
"79644",2014,"10","Homicide",0,"M",45,"Hispanic",211,"Other specified",2
"79645",2014,"06","Homicide",0,"M",30,"White",100,"Home",3
"79646",2014,"11","Suicide",0,"M",49,"White",100,"Home",3
"79647",2014,"10","Suicide",0,"M",19,"White",100,"Home",2
"79648",2014,"10","Homicide",0,"M",29,"Black",100,"Other specified",2
"79649",2014,"10","Suicide",0,"M",51,"White",100,"Home",3
"79650",2014,"11","Suicide",0,"M",57,"White",100,"Home",3
"79651",2014,"10","Suicide",0,"M",29,"Hispanic",226,"Other specified",2
"79652",2014,"10","Homicide",0,"M",43,"Black",100,"Street",3
"79653",2014,"11","Suicide",0,"M",44,"White",100,"Other specified",1
"79654",2014,"11","Suicide",0,"M",21,"White",100,"Home",2
"79655",2014,"10","Homicide",0,"M",13,"Black",100,"Other specified",1
"79656",2014,"11","Suicide",0,"M",51,"White",100,"Other unspecified",1
"79657",2014,"10","Homicide",0,"M",36,"Hispanic",210,"Street",2
"79658",2014,"11","Suicide",0,"M",58,"White",100,"Home",2
"79659",2014,"11","Suicide",0,"M",28,"Hispanic",210,"Home",2
"79660",2014,"10","Suicide",0,"M",62,"White",100,"Other specified",2
"79661",2014,"11","Suicide",0,"M",68,"White",100,"Home",3
"79662",2014,"08","Homicide",0,"M",67,"Black",100,"Other specified",2
"79663",2014,"08","Homicide",0,"M",34,"Black",100,"Street",2
"79664",2014,"10","Suicide",0,"F",62,"White",100,"Home",3
"79665",2014,"11","Suicide",0,"M",72,"White",100,"Home",4
"79666",2014,"11","Homicide",0,"M",18,"Black",100,"Other specified",1
"79667",2014,"10","Homicide",0,"M",57,"White",100,"Home",2
"79668",2014,"11","Suicide",0,"F",17,"White",100,"Home",1
"79669",2014,"11","Homicide",0,"M",73,"Asian/Pacific Islander",100,"Other specified",4
"79670",2014,"10","Homicide",0,"M",26,"White",100,"Home",1
"79671",2014,"11","Suicide",0,"M",28,"White",100,"Other specified",2
"79672",2014,"11","Suicide",0,"M",72,"White",100,"Home",2
"79673",2014,"11","Suicide",0,"M",22,"White",100,"Farm",3
"79674",2014,"11","Homicide",0,"M",34,"Black",100,"Home",4
"79675",2014,"10","Suicide",0,"M",23,"White",100,"Home",3
"79676",2014,"11","Suicide",0,"F",14,"White",100,"Home",1
"79677",2014,"11","Suicide",0,"M",92,"White",100,"Home",2
"79678",2014,"11","Suicide",0,"M",33,"White",100,"Other specified",2
"79679",2014,"11","Suicide",0,"M",62,"White",100,"Other specified",2
"79680",2014,"11","Suicide",0,"M",54,"White",100,"Home",3
"79681",2014,"11","Homicide",0,"M",15,"Black",100,"Other specified",1
"79682",2014,"11","Suicide",0,"M",35,"White",100,"Home",3
"79683",2014,"11","Suicide",0,"M",61,"White",100,"Home",4
"79684",2014,"11","Suicide",0,"M",47,"White",100,"Home",2
"79685",2014,"11","Suicide",0,"M",30,"White",100,"Home",3
"79686",2014,"11","Suicide",0,"M",47,"White",100,"Home",3
"79687",2014,"11","Homicide",0,"M",51,"Hispanic",210,"Street",2
"79688",2014,"09","Suicide",0,"M",45,"White",100,"Home",2
"79689",2014,"11","Suicide",0,"M",47,"White",100,"Other specified",3
"79690",2014,"11","Suicide",0,"M",27,"White",100,"Home",2
"79691",2014,"11","Suicide",0,"M",39,"White",100,"Home",2
"79692",2014,"11","Suicide",0,"M",51,"White",100,"Home",2
"79693",2014,"10","Homicide",0,"M",0,"White",100,"Home",1
"79694",2014,"11","Homicide",0,"M",20,"Black",100,"Other unspecified",2
"79695",2014,"11","Suicide",0,"M",24,"White",100,"Other specified",2
"79696",2014,"11","Homicide",0,"M",20,"Black",100,"Other unspecified",2
"79697",2014,"11","Suicide",0,"M",18,"White",100,"Home",2
"79698",2014,"11","Suicide",0,"M",82,"White",100,"Home",2
"79699",2014,"11","Suicide",0,"M",60,"White",100,"Home",4
"79700",2014,"11","Suicide",0,"M",23,"White",100,"Other specified",2
"79701",2014,"11","Suicide",0,"M",61,"White",100,"Other specified",4
"79702",2014,"11","Suicide",0,"M",21,"White",100,"Home",3
"79703",2014,"10","Homicide",0,"M",20,"Black",100,"Other specified",1
"79704",2014,"11","Suicide",0,"M",45,"White",100,"Home",2
"79705",2014,"09","Homicide",0,"M",31,"Black",100,"Street",1
"79706",2014,"11","Suicide",0,"F",35,"Black",100,"Home",4
"79707",2014,"10","Homicide",0,"M",26,"Black",100,"Home",2
"79708",2014,"10","Homicide",0,"M",32,"Black",100,"Other unspecified",2
"79709",2014,"10","Homicide",0,"M",25,"Black",100,"Home",2
"79710",2014,"12","Suicide",0,"M",24,"White",100,"Street",2
"79711",2014,"11","Suicide",0,"M",21,"Black",100,"Street",2
"79712",2014,"10","Homicide",0,"M",31,"Black",100,"Home",1
"79713",2014,"11","Suicide",0,"M",34,"White",100,"Home",1
"79714",2014,"11","Homicide",0,"F",31,"Black",100,"Home",3
"79715",2014,"10","Suicide",0,"M",16,"White",100,"Home",1
"79716",2014,"12","Homicide",0,"F",17,"White",100,"Other unspecified",1
"79717",2014,"12","Suicide",0,"M",35,"White",100,"Home",2
"79718",2014,"11","Suicide",0,"F",48,"White",100,"Home",2
"79719",2014,"11","Homicide",0,"M",27,"Black",100,"Street",2
"79720",2014,"11","Homicide",0,"F",19,"Black",100,"Home",2
"79721",2014,"12","Homicide",0,"M",25,"Black",100,"Street",2
"79722",2014,"12","Suicide",0,"M",30,"White",100,"Other specified",3
"79723",2014,"12","Suicide",0,"M",61,"White",100,"Home",4
"79724",2014,"10","Homicide",0,"M",45,"Black",100,"School/instiution",3
"79725",2014,"12","Homicide",0,"M",37,"Black",100,"Other unspecified",2
"79726",2014,"11","Homicide",0,"M",24,"Black",100,"Industrial/construction",2
"79727",2014,"11","Suicide",0,"F",37,"White",100,"Home",3
"79728",2014,"12","Homicide",0,"M",84,"White",100,"School/instiution",2
"79729",2014,"12","Suicide",0,"F",45,"White",100,"Other specified",3
"79730",2014,"12","Suicide",0,"M",31,"White",100,"Farm",3
"79731",2014,"11","Suicide",0,"M",48,"White",100,"Home",4
"79732",2014,"12","Suicide",0,"M",74,"White",100,"Home",2
"79733",2014,"10","Homicide",1,"M",22,"Black",100,NA,1
"79734",2014,"12","Suicide",0,"M",67,"White",100,"Home",3
"79735",2014,"12","Homicide",0,"M",36,"Hispanic",281,"Home",3
"79736",2014,"11","Accident",0,"M",53,"White",100,"Home",2
"79737",2014,"12","Suicide",0,"M",30,"White",100,"Home",2
"79738",2014,"09","Homicide",0,"M",35,"Black",100,"Home",2
"79739",2014,"12","Suicide",0,"M",27,"White",100,"Home",2
"79740",2014,"10","Homicide",0,"M",33,"Black",100,"Other unspecified",3
"79741",2014,"11","Suicide",0,"F",32,"White",100,"Other specified",2
"79742",2014,"12","Accident",0,"M",83,"White",100,"Other specified",2
"79743",2014,"10","Homicide",0,"M",33,"Black",100,"Street",2
"79744",2014,"12","Suicide",0,"M",89,"White",100,"Street",2
"79745",2014,"12","Homicide",0,"M",19,"Black",100,"Other unspecified",1
"79746",2014,"11","Suicide",0,"F",63,"White",100,"Home",4
"79747",2014,"10","Homicide",0,"M",25,"Black",100,"Home",2
"79748",2014,"11","Suicide",0,"M",64,"White",100,"Home",2
